Date,Open,Close,High,Low,Volume,Open Interest
8/19/2010,124.3333359,125.2353363,127.4000015,122.7473297,183079500,183079
8/20/2010,124.0453339,133.4553375,134.7993317,123.8040009,309177000,309177
8/23/2010,136.317337,136.665329,139.6993256,135.0033264,322344000,322344
8/24/2010,141.7519989,134.2799988,141.9333344,128.5013275,300954000,300954
8/25/2010,131.6593323,134.889328,135.1966705,131.1999969,159883500,159883
8/26/2010,137.3333282,143.5446625,144.3999939,136.9086609,213591000,213591
8/27/2010,145.3639984,149.25,153.0399933,142.8333282,355395000,355395
8/30/2010,153.0079956,147.5599976,154.5659943,145.7680054,301218000,301218
8/31/2010,148.2033386,166.1066742,166.7133331,146.7033386,355123200,355123
9/1/2010,167.3800049,158.3500061,167.4966736,156.8366699,269523300,269523
9/2/2010,159.6633301,149.1233368,159.6799927,135.0399933,288528300,288528
9/3/2010,135.7433319,135.6666718,143.9333344,134.0,262788300,262788
9/7/2010,134.2700043,139.4400024,142.6666718,124.0066681,330965700,330965
9/8/2010,118.6666641,110.0699997,122.9133301,109.9599991,346397100,346397
9/9/2010,118.8666687,122.0933304,123.0,113.8366699,238397400,238397
9/10/2010,128.7366638,123.7799988,132.9966736,120.1866684,254791800,254791
9/13/2010,127.3133316,124.2399979,127.5,120.1666641,182152500,182152
9/14/2010,126.9833298,139.8733368,140.0,124.4333344,249061800,249061
9/15/2010,145.5200043,149.9199982,153.9799957,143.5666656,291894600,291894
9/16/2010,146.6233368,147.2533264,152.5966644,145.1033325,216837900,216837
9/17/2010,138.5333405,141.1433258,145.9299927,136.0,230337600,230337
9/20/2010,149.3133392,147.3833313,150.3333282,142.9333344,259220400,259220
9/21/2010,151.043335,149.7966614,151.8933258,135.6900024,328430400,328430
9/22/2010,143.1999969,141.4100037,145.9199982,139.1999969,238742400,238742
9/23/2010,135.0533295,126.7866669,137.3833313,125.293335,285222600,285222
9/24/2010,121.2666702,129.2633362,133.1666718,117.0999985,289683300,289683
9/27/2010,131.156662,135.7799988,136.2433319,130.4333344,201625500,201625
9/28/2010,141.5399933,140.3999939,142.6933289,138.5166626,149158800,149158
9/29/2010,138.6666718,139.6900024,142.8333282,137.1999969,150657900,150657
9/30/2010,140.4400024,143.0033264,144.6433258,140.156662,144436800,144436
10/1/2010,146.9199982,149.386673,149.6266632,144.8066711,152224500,152224
10/4/2010,140.4633331,138.363327,146.3766632,138.3333282,214290000,214290
10/5/2010,141.1166687,141.8933258,144.5466614,139.7766724,134168400,134168
10/6/2010,141.2633362,137.9933319,142.9266663,135.3500061,147438900,147438
10/7/2010,139.956665,141.7666626,143.3000031,137.9499969,129383100,129383
10/8/2010,146.1466675,141.9733276,146.3333282,141.7666626,121263300,121263
10/11/2010,143.3766632,144.6666718,144.863327,142.1533356,86777100,86777
10/12/2010,147.3333282,147.4333344,149.5800018,146.1933289,116373300,116373
10/13/2010,147.7833405,148.8833313,149.6300049,145.5333405,103391100,103391
10/14/2010,149.9266663,153.7666626,155.3000031,149.1166687,143639100,143639
10/15/2010,150.1033325,149.6266632,152.1900024,147.5,107017200,107017
10/18/2010,151.4799957,146.5566711,151.9833374,146.2833405,98327700,98327
10/19/2010,148.7466736,143.6100006,149.0,142.956665,108863400,108863
10/20/2010,143.9166718,140.6466675,143.9166718,139.6833344,94968900,94968
10/21/2010,140.8999939,140.8800049,144.3166656,140.4166718,97111500,97111
10/22/2010,147.3066711,141.9299927,148.4100037,141.5033264,119979600,119979
10/25/2010,140.613327,140.2100067,140.9633331,135.793335,101151000,101151
10/26/2010,141.2533264,141.5599976,143.5,140.0333405,68059500,68059
10/27/2010,138.8266602,135.3399963,139.5333405,135.3333282,76354200,76354
10/28/2010,136.6533356,136.9433289,139.3533325,135.4866638,67965900,67965
10/29/2010,135.6333313,129.3466644,135.863327,126.3700027,127533900,127533
11/1/2010,131.3333282,133.5033264,135.6600037,130.7666626,87063300,87063
11/2/2010,136.5766602,141.3000031,142.5899963,135.5633392,103055100,103055
11/3/2010,143.5399933,140.3266602,145.1333313,139.0333405,96429300,96429
11/4/2010,142.7666626,146.0299988,146.6666718,141.3333282,85243500,85243
11/5/2010,145.3666687,143.3166656,145.5233307,141.4266663,65118000,65118
11/8/2010,146.5,140.4199982,150.8333282,140.3333282,104499000,104499
11/9/2010,140.0299988,136.7866669,140.0299988,132.0099945,90852600,90852
11/10/2010,138.8166656,139.043335,139.5666656,136.8600006,52073100,52073
11/11/2010,138.3500061,137.2533264,141.0,136.5066681,59565300,59565
11/12/2010,136.9499969,136.1666718,137.5099945,133.886673,59313300,59313
11/15/2010,136.3099976,136.0299988,137.4833374,134.6966705,80515800,80515
11/16/2010,153.3899994,147.2033386,154.0,144.3366699,183564900,183564
11/17/2010,149.4499969,162.2133331,165.3333282,147.8333282,234132000,234132
11/18/2010,164.0,166.4233398,169.5366669,162.5233307,187425900,187425
11/19/2010,165.9966736,163.2033386,167.5,163.0200043,98735700,98735
11/22/2010,167.8333282,173.9499969,175.3333282,167.2633362,150780900,150780
11/23/2010,180.1333313,185.1266632,186.6633301,175.3999939,160945500,160945
11/24/2010,183.3533325,191.3333282,191.3333282,181.7899933,146790600,146790
11/26/2010,193.7200012,195.2533264,199.593338,192.8166656,112683300,112683
11/29/2010,200.7366638,189.1999969,202.6000061,184.8366699,189009300,189009
11/30/2010,199.1966705,194.9199982,199.2833405,190.6833344,120310500,120310
12/1/2010,185.4799957,189.6066742,190.5133362,180.4033356,143327100,143327
12/2/2010,196.6733398,197.793335,199.656662,194.1433258,127656000,127656
12/3/2010,197.0033264,199.6799927,199.6799927,195.1666718,88203900,88203
12/6/2010,201.6399994,213.9199982,216.2633362,201.0166626,168929100,168929
12/7/2010,208.5033264,216.6266632,217.093338,206.1666718,192795000,192795
12/8/2010,217.8966675,201.4933319,218.1066742,196.0,213873600,213873
12/9/2010,191.456665,209.0233307,209.25,188.7799988,201249600,201249
12/10/2010,205.0033264,203.3300018,208.0,198.9333344,139425000,139425
12/13/2010,206.3333282,213.2766724,214.25,203.3999939,156121800,156121
12/14/2010,214.4266663,211.0833282,215.6333313,207.9333344,135214500,135214
12/15/2010,209.4100037,207.5899963,210.8333282,201.6666718,126287400,126287
12/16/2010,209.3966675,218.6333313,219.6066742,206.5,168810300,168810
12/17/2010,222.9666595,231.6666718,231.6666718,209.5133362,666378600,666378
12/20/2010,222.0800018,216.6199951,222.8333282,215.3566742,174135900,174135
12/21/2010,216.0,213.4466705,216.6266632,204.7433319,155148000,155148
12/22/2010,210.7333374,215.3266602,217.1666718,207.5233307,99519000,99519
12/23/2010,214.3300018,220.5899963,222.0299988,213.6666718,68596800,68596
12/27/2010,224.8366699,221.2299957,227.1333313,220.2666626,96835800,96835
12/28/2010,220.3333282,221.9966736,223.3000031,218.3333282,68732400,68732
12/29/2010,224.0,231.593338,232.1999969,222.7866669,128538000,128538
12/30/2010,233.3300018,235.2233276,239.5733337,230.3733368,148949700,148949
12/31/2010,239.8200073,243.2566681,248.1633301,239.0633392,145914600,145914
1/3/2011,241.2200012,245.0366669,246.9466705,239.7333374,96735600,96735
1/4/2011,252.8300018,251.9933319,258.0,249.6999969,134100000,134100
1/5/2011,259.2099915,272.0133362,272.3299866,258.3999939,154496700,154496
1/6/2011,285.3333435,293.3399963,294.8299866,279.4633179,225166500,225166
1/7/2011,283.1333313,270.3966675,284.8099976,267.8733215,177904800,177904
1/10/2011,277.0,283.1466675,289.3333435,275.7799988,138812100,138812
1/11/2011,284.2533264,284.8033447,286.8233337,277.3333435,99937500,99937
1/12/2011,281.1300049,281.6666565,287.6666565,279.5833435,93798900,93798
1/13/2011,284.0,275.3866577,286.6333313,273.0333252,116332800,116332
1/14/2011,279.2666626,281.5166626,283.3333435,277.6666565,76101000,76101
1/18/2011,286.2466736,283.4833374,286.5,279.0933228,76997700,76997
1/19/2011,285.0,281.6633301,285.2399902,280.4733276,61563300,61563
1/20/2011,278.1033325,282.2133179,282.6666565,276.206665,60199500,60199
1/21/2011,285.0,293.6000061,300.1333313,279.6066589,123520200,123520
1/24/2011,297.1266785,294.3633423,298.6333313,290.5333252,69394800,69394
1/25/2011,290.1166687,288.0533447,297.1666565,286.2200012,82002000,82002
1/26/2011,273.3333435,278.4766541,282.6666565,267.0,79134000,79134
1/27/2011,276.6666565,264.5100098,280.8033447,260.0333252,104972400,104972
1/28/2011,271.4299927,279.936676,280.6666565,265.186676,76174200,76174
1/31/2011,281.5599976,290.9299927,293.5,280.7333374,73038600,73038
2/1/2011,285.0,283.3299866,285.5,277.8066711,47438100,47438
2/2/2011,281.6666565,284.0766602,288.2566528,279.6566772,55699800,55699
2/3/2011,289.8900146,287.8066711,292.5899963,284.9166565,60485100,60485
2/4/2011,285.0400085,283.1533203,286.6000061,280.5833435,45473100,45473
2/7/2011,281.2133179,268.2733459,281.6066589,266.6733398,108648300,108648
2/8/2011,270.813324,270.5533447,276.6266785,267.2433472,64868400,64868
2/9/2011,267.0866699,272.0400085,272.4433289,261.7766724,71304900,71304
2/10/2011,272.6666565,265.4066772,273.6666565,264.1466675,59406900,59406
2/11/2011,259.6966553,266.0499878,266.6133423,254.0033264,77989500,77989
2/14/2011,260.2999878,262.4599915,264.8966675,258.7566528,53871300,53871
2/15/2011,265.0,260.4333191,265.5966797,259.1233215,56874900,56874
2/16/2011,254.2133331,238.1666718,256.1666565,236.7333374,111809100,111809
2/17/2011,220.7100067,232.9466705,237.8699951,206.3333282,199820700,199820
2/18/2011,237.2833405,247.3399963,248.3333282,231.3899994,110301000,110301
2/22/2011,242.0500031,227.406662,245.7366638,223.5266724,117071700,117071
2/23/2011,233.3333282,225.1666718,235.5666656,219.8366699,123267600,123267
2/24/2011,230.0366669,239.4766693,239.6666718,228.3500061,81408600,81408
2/25/2011,239.4266663,228.8133392,240.3699951,228.3333282,71196600,71196
2/28/2011,229.3300018,217.7333374,233.5666656,217.2366638,90624000,90624
3/1/2011,218.6000061,207.1466675,222.8166656,200.0,197758500,197758
3/2/2011,208.6866608,199.3166656,209.2799988,179.8300018,268189500,268189
3/3/2011,200.1833344,187.6666718,206.7100067,186.2633362,155361000,155361
3/4/2011,202.7266693,224.5266724,226.0299988,198.4033356,202569900,202569
3/7/2011,233.4333344,222.6866608,239.2833405,218.3533325,181817100,181817
3/8/2011,233.1333313,233.1999969,234.1666718,225.7266693,108761700,108761
3/9/2011,223.3333282,231.2433319,231.6266632,222.0466614,100751400,100751
3/10/2011,231.363327,235.9799957,237.7266693,228.0133362,88006800,88006
3/11/2011,234.4499969,225.6266632,235.9733276,223.6666718,96587100,96587
3/14/2011,218.956665,233.9366608,234.5766602,217.0033264,121117500,121117
3/15/2011,228.0966644,217.7200012,229.7433319,217.3333282,99674400,99674
3/16/2011,215.5333405,218.2899933,219.0766602,208.206665,128682000,128682
3/17/2011,228.1966705,223.3333282,233.206665,222.9166718,118536600,118536
3/18/2011,225.2566681,220.7200012,225.9333344,219.1699982,91475700,91475
3/21/2011,222.636673,210.0899963,222.6733398,210.0366669,101385600,101385
3/22/2011,204.3333282,213.4633331,215.1666718,203.1666718,117674700,117674
3/23/2011,213.956665,206.2366638,214.6066742,199.9633331,101558400,101558
3/24/2011,205.2133331,203.7633362,205.4933319,198.6733398,85911000,85911
3/25/2011,200.5833282,211.8733368,212.5533295,197.0033264,118297200,118297
3/28/2011,215.5399933,222.6433258,224.0,213.7033386,100011900,100011
3/29/2011,229.456665,220.5833282,230.8066711,219.8066711,105895200,105895
3/30/2011,235.9033356,230.3500061,236.0533295,228.2333374,125528400,125528
3/31/2011,230.1000061,230.5399933,232.1833344,227.1233368,84815400,84815
4/1/2011,229.0,223.656662,230.4600067,222.613327,78928200,78928
4/4/2011,225.793335,227.9333344,229.8500061,223.8833313,71772900,71772
4/5/2011,225.9233398,225.6733398,226.9900055,223.1433258,64311300,64311
4/6/2011,228.5666656,233.9933319,234.9333344,227.363327,87407100,87407
4/7/2011,237.5666656,254.1066742,254.3333282,236.886673,133958400,133958
4/8/2011,256.8999939,244.0766602,260.2633362,242.6766663,147052200,147052
4/11/2011,247.6999969,246.2833405,247.8966675,240.4366608,83546700,83546
4/12/2011,242.8833313,246.593338,249.8033295,241.5333405,83938500,83938
4/13/2011,239.8666687,238.2100067,241.8000031,230.6000061,119058600,119058
4/14/2011,239.1399994,239.6633301,245.75,236.8966675,106827000,106827
4/15/2011,234.9233398,248.0399933,248.2799988,232.6666718,93646500,93646
4/18/2011,247.1666718,239.8966675,251.2566681,239.3466644,106770900,106770
4/19/2011,239.9333344,243.1333313,245.7866669,238.4866638,85110000,85110
4/20/2011,247.0,246.0666656,249.7666626,244.2033386,93115500,93115
4/21/2011,239.3200073,234.9133301,241.3333282,234.4499969,88311000,88311
4/25/2011,232.136673,231.4666595,236.1666718,231.1999969,66813000,66813
4/26/2011,233.1699982,225.6666718,234.0833282,222.8333282,86536200,86536
4/27/2011,222.5299988,236.4799957,238.4900055,222.0466614,122276100,122276
4/28/2011,234.6000061,228.3000031,235.3333282,226.8333282,81129300,81129
4/29/2011,226.3133392,224.5333405,227.8166656,219.2333374,89217900,89217
5/2/2011,227.0200043,223.6466675,228.4333344,222.4466705,65705700,65705
5/3/2011,226.9199982,221.1799927,227.0066681,216.6666718,83353800,83353
5/4/2011,221.9333344,224.1233368,230.0,220.0733337,70407600,70407
5/5/2011,221.6333313,209.6799927,221.6833344,209.2033386,94177200,94177
5/6/2011,199.7466736,205.7333374,209.0333405,198.5333405,139511700,139511
5/9/2011,200.8300018,196.6300049,206.8033295,195.5899963,101470800,101470
5/10/2011,200.5133362,190.5633392,202.1533356,186.5500031,132554700,132554
5/11/2011,191.8500061,192.2766724,196.5766602,187.0666656,97171200,97171
5/12/2011,189.3333282,192.6233368,198.75,187.793335,110491800,110491
5/13/2011,184.1833344,187.8200073,188.7366638,182.3266602,118735200,118735
5/16/2011,191.6666718,195.593338,196.2833405,190.3566742,92463300,92463
5/17/2011,198.7033386,193.6266632,198.8933258,193.3333282,78091800,78091
5/18/2011,193.8666687,202.1466675,204.8266602,191.2166595,103674300,103674
5/19/2011,202.4366608,201.5633392,204.6633301,198.5700073,84017700,84017
5/20/2011,202.5200043,206.3766632,208.7233276,200.5,85917900,85917
5/23/2011,206.7466736,210.2833405,210.3766632,205.4033356,79111800,79111
5/24/2011,209.5,208.406662,211.863327,207.4600067,68211000,68211
5/25/2011,209.2666626,207.9666595,211.2666626,206.8500061,54254700,54254
5/26/2011,206.7100067,201.706665,207.7866669,199.7133331,69908400,69908
5/27/2011,200.6000061,190.9466705,201.5166626,190.406662,90335700,90335
5/31/2011,193.2366638,199.6833344,200.2033386,192.3999939,72110700,72110
6/1/2011,197.2766724,201.7100067,203.3333282,194.293335,67631100,67631
6/2/2011,207.6699982,201.1966705,207.6966705,198.5,78160200,78160
6/3/2011,200.7233276,199.593338,203.9299927,199.2100067,49753800,49753
6/6/2011,201.293335,203.3733368,205.5299988,200.1666718,71758800,71758
6/7/2011,203.4100037,203.2966614,204.1866608,200.5066681,48615900,48615
6/8/2011,204.0766602,205.8966675,208.4966736,203.0599976,61272000,61272
6/9/2011,205.5633392,199.7866669,205.5966644,199.4100037,53292300,53292
6/10/2011,199.1799927,201.6233368,202.8333282,197.8333282,66432300,66432
6/13/2011,200.6300049,205.5333405,207.156662,200.4466705,68104200,68104
6/14/2011,204.456665,207.7700043,209.4499969,203.9333344,73682700,73682
6/15/2011,208.1600037,206.9433289,210.4633331,202.9600067,74438100,74438
6/16/2011,206.0833282,207.9033356,209.5233307,205.1666718,57476700,57476
6/17/2011,210.6666718,218.8566742,219.0666656,210.0133362,93297600,93297
6/20/2011,224.9966736,226.6066742,232.5399933,222.5366669,137947200,137947
6/21/2011,229.8600006,223.956665,231.2700043,222.8999939,97490100,97490
6/22/2011,223.8800049,229.5733337,231.5666656,223.4400024,64884600,64884
