Date,Open,Close,High,Low,Volume,Open Interest
1/4/2010,28.29999924,28.68400002,28.71333313,28.11400032,142981500,142981
1/5/2010,29.36666679,29.5340004,30.26666641,29.12800026,266677500,266677
1/6/2010,29.36466789,30.10266685,30.10400009,29.33333206,151995000,151995
1/7/2010,30.76000023,31.27066612,31.44199944,30.22400093,268231500,268231
1/8/2010,31.57999992,32.8093338,33.23266602,31.21533394,467164500,467164
1/11/2010,33.13999939,32.08933258,33.25333405,31.52466774,426606000,426606
1/12/2010,32.11933136,31.87666702,32.32933426,31.57999992,194392500,194392
1/13/2010,32.90000153,34.99066544,35.04199982,32.79999924,397764000,397764
1/14/2010,36.2840004,35.86133194,36.49399948,34.99333191,434943000,434943
1/15/2010,35.31733322,34.56666565,35.85599899,34.45266724,260532000,260532
1/19/2010,32.91666794,34.23266602,34.29733276,32.8113327,326050500,326050
1/20/2010,33.84066772,34.03333282,34.37799835,33.54399872,204436500,204436
1/21/2010,35.34999847,36.47999954,36.5719986,35.22733307,267052500,267052
1/22/2010,38.12599945,37.97066879,39.6333313,37.2733345,470535000,470535
1/25/2010,37.6166687,38.14666748,38.79999924,37.04000092,294765000,294765
1/26/2010,38.04199982,37.6546669,38.25733185,36.95066833,215304000,215304
1/27/2010,36.13266754,37.20133209,37.6293335,35.95199966,204121500,204121
1/28/2010,37.89933395,37.79333115,38.45399857,37.20533371,176827500,176827
1/29/2010,38.3793335,38.73266602,39.31999969,37.82866669,267022500,267022
2/1/2010,42.16133118,42.72066879,43.39199829,41.20000076,435085500,435085
2/2/2010,42.66666794,43.37133408,43.53333282,42.16799927,235789500,235789
2/3/2010,44.91266632,52.0,52.40933228,44.90133286,705975000,705975
2/4/2010,58.86399841,59.13733292,64.59933472,55.59199905,914082000,914082
2/5/2010,54.88399887,48.97999954,56.39866638,46.9406662,726357000,726357
2/8/2010,46.66133118,49.93066788,53.05533218,45.79999924,598212000,598212
2/9/2010,48.70333481,49.87133408,51.31666565,48.66666794,255952500,255952
2/10/2010,53.33333206,51.41866684,54.66600037,50.15999985,370338000,370338
2/11/2010,51.25266647,51.62533188,52.23400116,50.53333282,175462500,175462
2/12/2010,51.85800171,51.152668,52.65000153,50.89133453,180337500,180337
2/16/2010,49.45600128,53.59999847,54.53333282,49.0,394339500,394339
2/17/2010,52.48133469,53.33533478,54.19800186,52.3666687,235405500,235405
2/18/2010,56.10666656,57.2266655,57.33333206,55.49066544,245725500,245725
2/19/2010,61.56666565,61.16133118,62.98533249,60.06800079,381345000,381345
2/22/2010,60.79666519,59.96066666,60.79999924,57.32933426,264523500,264523
2/23/2010,60.46533203,60.06666565,60.8706665,58.69666672,214722000,214722
2/24/2010,55.93333435,55.58599854,57.56666565,54.8133316,227883000,227883
2/25/2010,56.59999847,53.32733154,57.10666656,52.46666718,259357500,259357
2/26/2010,52.16666794,51.91999817,54.22066879,51.74066544,211282500,211282
3/1/2010,48.66666794,45.26666641,49.31800079,44.59999847,364158000,364158
3/2/2010,41.97999954,44.53266525,46.03466797,40.76800156,363343500,363343
3/3/2010,47.4173317,49.57466888,49.57933426,45.77799988,302925000,302925
3/4/2010,53.66666794,49.70066833,53.79866791,47.74066544,386760000,386760
3/5/2010,50.93066788,49.96666718,51.10133362,48.31533432,225735000,225735
3/8/2010,48.25133133,48.30266571,49.71666718,47.87133408,162790500,162790
3/9/2010,46.0,46.89866638,47.1333313,45.61800003,189943500,189943
3/10/2010,40.35933304,40.53333282,44.20000076,40.33333206,256105500,256105
3/11/2010,43.9620018,43.02199936,44.53333282,40.53333282,233916000,233916
3/12/2010,42.68000031,42.2820015,43.5719986,40.8666687,199837500,199837
3/15/2010,38.72600174,37.36999893,39.6333313,36.41666794,283636500,283636
3/16/2010,39.66666794,36.44133377,40.50466537,33.46666718,339604500,339604
3/17/2010,31.29999924,29.67133331,32.99133301,29.47800064,307342500,307342
3/18/2010,29.33399963,28.68000031,31.45666695,26.39999962,359919000,359919
3/19/2010,25.93333244,24.08133316,26.99066734,23.36733246,356793000,356793
3/22/2010,24.97999954,28.50933266,30.13333321,23.89733315,452932500,452932
3/23/2010,29.21333313,28.50200081,31.79999924,28.38599968,424282500,424282
3/24/2010,28.90666771,28.95266724,29.46666718,27.36666679,246817500,246817
3/25/2010,31.81999969,33.66666794,34.24599838,31.60000038,343428000,343428
3/26/2010,36.34999847,35.95000076,37.1333313,34.07400131,318340500,318340
3/29/2010,36.49266815,35.21066666,37.33333206,34.15000153,260710500,260710
3/30/2010,33.66666794,34.29066849,35.05333328,32.93533325,215661000,215661
3/31/2010,34.01733398,33.47533417,34.44333267,32.74866867,179971500,179971
4/1/2010,33.41666794,34.93333435,36.19733429,33.1333313,266572500,266572
4/5/2010,33.59999847,32.10400009,34.26333237,31.67333221,200298000,200298
4/6/2010,32.06866837,30.29800034,32.95066833,29.76000023,297876000,297876
4/7/2010,33.96666718,32.00066757,34.36600113,31.22599983,338431500,338431
4/8/2010,34.08000183,34.41600037,34.73333359,33.19733429,223527000,223527
4/9/2010,36.33333206,36.36333466,37.66666794,35.48933411,268797000,268797
4/12/2010,36.94666672,36.58933258,37.14733124,35.55533218,189840000,189840
4/13/2010,39.34400177,43.39666748,43.46666718,38.70199966,337131000,337131
4/14/2010,46.59799957,47.32600021,49.45866776,46.16199875,458647500,458647
4/15/2010,49.46666718,48.65533447,50.20866776,47.33333206,353655000,353655
4/16/2010,47.79600143,49.68066788,50.63000107,47.11466599,309868500,309868
4/19/2010,51.48533249,50.25933456,51.66333389,49.84400177,196923000,196923
4/20/2010,48.84666824,49.75733185,51.0379982,47.48066711,221199000,221199
4/21/2010,48.67466736,45.78133392,50.22200012,44.91933441,303136500,303136
4/22/2010,46.93199921,48.8073349,48.93333435,45.91400146,212482500,212482
4/23/2010,48.50666809,47.04199982,48.93333435,46.87533188,198550500,198550
4/26/2010,47.38733292,48.3433342,48.71533203,46.54533386,198180000,198180
4/27/2010,49.17399979,53.25,53.29933167,49.0,310221000,310221
4/28/2010,53.04266739,51.27466583,53.66666794,50.44599915,228330000,228330
4/29/2010,52.6780014,53.36733246,53.54666519,52.21066666,243240000,243240
4/30/2010,57.01266861,52.12533188,57.98799896,50.90000153,427078500,427078
5/3/2010,50.33333206,46.75466537,51.51800156,45.5359993,487977000,487977
5/4/2010,46.73333359,50.74599838,50.79999924,46.53333282,288556500,288556
5/5/2010,52.652668,51.2140007,53.26133347,50.81200027,254875500,254875
5/6/2010,51.76666641,52.17200089,52.65333176,50.74066544,166848000,166848
5/7/2010,51.81399918,52.00266647,53.0933342,51.49000168,172915500,172915
5/10/2010,52.91799927,54.62799835,54.93333435,52.46733475,241297500,241297
5/11/2010,52.70066833,54.08599854,54.93333435,52.33333206,247794000,247794
5/12/2010,55.1333313,53.96066666,56.21933365,53.8666687,238603500,238603
5/13/2010,54.72200012,52.73066711,55.06666565,50.88666534,285982500,285982
5/14/2010,52.0,53.55533218,53.5573349,50.93333435,205233000,205233
5/17/2010,52.68999863,53.27799988,53.66999817,52.4366684,157776000,157776
5/18/2010,55.18533325,54.24200058,55.64799881,53.59199905,174987000,174987
5/19/2010,54.34466553,53.86733246,54.80466843,53.73866653,144547500,144547
5/20/2010,54.70000076,54.3706665,55.06666565,54.11999893,109639500,109639
5/21/2010,54.40000153,55.17333221,55.5,53.06666565,183819000,183819
5/24/2010,54.8113327,54.45866776,55.45199966,54.1333313,149812500,149812
5/25/2010,55.6333313,54.59133148,55.63999939,54.38066864,121345500,121345
5/26/2010,54.72399902,54.68199921,55.18066788,52.33333206,173242500,173242
5/27/2010,54.23400116,53.72066879,54.98333359,53.44599915,108834000,108834
5/28/2010,53.91666794,55.66666794,55.66666794,53.61399841,176467500,176467
6/1/2010,57.20000076,59.87333298,59.93333435,56.93999863,224092500,224092
6/2/2010,59.64666748,58.77066803,60.57733154,58.06666565,203484000,203484
6/3/2010,59.20800018,58.86399841,59.86266708,58.67333221,119242500,119242
6/4/2010,59.32533264,57.62533188,59.71666718,57.22933197,133315500,133315
6/7/2010,58.52266693,59.04399872,59.10133362,57.74666595,117178500,117178
6/8/2010,61.26666641,63.32799911,63.33333206,60.61066818,212620500,212620
6/9/2010,62.6673317,62.71133423,63.6293335,61.5953331,170823000,170823
6/10/2010,66.12533569,68.33666992,68.49866486,65.5,278451000,278451
6/11/2010,66.01333618,64.85600281,67.93066406,64.80000305,238747500,238747
6/14/2010,65.33333588,62.35200119,65.86533356,60.84000015,251451000,251451
6/15/2010,61.18600082,66.05999756,66.58933258,60.56666565,235458000,235458
6/16/2010,67.45666504,65.47533417,67.52532959,64.15933228,210766500,210766
6/17/2010,65.84733582,66.11933136,67.0,65.50466919,148362000,148362
6/18/2010,66.8666687,66.93066406,67.94667053,66.29799652,146278500,146278
6/21/2010,67.51866913,66.72666931,67.73133087,66.08933258,130195500,130195
6/22/2010,66.66333008,66.28800201,67.25866699,66.00133514,95436000,95436
6/23/2010,66.59200287,66.78533173,67.46666718,66.26733398,95479500,95479
6/24/2010,66.27400208,64.05666351,66.72533417,63.54266739,164394000,164394
6/25/2010,63.61800003,65.73200226,65.73200226,62.4766655,138817500,138817
6/28/2010,66.31866455,63.98266602,66.33333588,63.65800095,132823500,132823
6/29/2010,64.60066986,67.29000092,67.33333588,63.23466873,135396000,135396
6/30/2010,67.09999847,71.98733521,72.51266479,66.91533661,253777500,253777
7/1/2010,72.19999695,74.64199829,75.6886673,72.03333282,199903500,199903
7/2/2010,81.43199921,80.57733154,81.8666687,79.04000092,258751500,258751
7/6/2010,85.11266327,91.4386673,91.85266876,84.40266418,308548500,308548
7/7/2010,93.66733551,92.65733337,95.30000305,89.11399841,322345500,322345
7/8/2010,93.66666412,91.05867004,94.48400116,87.42266846,244669500,244669
7/9/2010,93.13266754,92.95200348,93.90399933,90.08533478,175764000,175764
7/12/2010,93.06666565,102.9766693,103.2613297,91.73400116,350064000,350064
7/13/2010,110.5999985,99.80400085,119.6660004,98.0739975,584781000,584781
7/14/2010,103.7333298,101.1200027,106.0,95.40000153,351271500,351271
7/15/2010,102.8666687,103.0673294,103.3333359,97.1333313,245517000,245517
7/16/2010,98.47733307,100.0426636,102.1139984,97.73332977,214512000,214512
7/19/2010,100.8966675,100.0559998,102.5006638,99.33333588,139950000,139950
7/20/2010,101.267334,109.5333328,110.0,99.19999695,256821000,256821
7/21/2010,109.3286667,104.5573349,111.6666641,103.8666687,241608000,241608
7/22/2010,106.5999985,106.1553345,108.4280014,104.1333313,212416500,212416
7/23/2010,111.9300003,100.8713303,112.5999985,98.71800232,364927500,364927
7/26/2010,94.40066528,94.46666718,97.66666412,91.10266876,290949000,290949
7/27/2010,95.66666412,102.6399994,103.1959991,94.19999695,240730500,240730
7/28/2010,100.2666702,98.43267059,104.3133316,98.2946701,237130500,237130
7/29/2010,100.0666656,99.9406662,102.3206635,99.1333313,141403500,141403
7/30/2010,99.19999695,99.16600037,100.8826675,98.06666565,114315000,114315
8/2/2010,101.0,95.38400269,101.1366653,94.73200226,183123000,183123
8/3/2010,96.61333466,99.0,100.6539993,96.29199982,132139500,132139
8/4/2010,99.66733551,99.1333313,101.8273315,97.46666718,126225000,126225
8/5/2010,99.53266907,99.00133514,99.98933411,97.88733673,74217000,74217
8/6/2010,99.38866425,99.305336,101.1539993,98.48400116,89884500,89884
8/9/2010,99.96932983,96.84733582,99.98332977,94.33399963,133446000,133446
8/10/2010,96.53333282,94.57133484,97.16666412,92.38933563,112834500,112834
8/11/2010,93.06666565,91.62599945,94.66666412,91.0,129387000,129387
8/12/2010,98.0,103.6506653,105.6666641,95.66666412,327441000,327441
8/13/2010,107.4000015,108.0666656,110.0786667,104.4840012,306379500,306379
8/16/2010,110.9993362,110.0473328,111.253334,108.4426651,188664000,188664
8/17/2010,111.8000031,122.3759995,123.0573349,111.5220032,303634500,303634
8/18/2010,126.5993347,125.8059998,128.2599945,123.0073318,247117500,247117
