# Sembol İstatistikleri:
# 
# Bu dosya CSV dönüştürme sırasında toplanan sembol bilgilerini içerir.
# 
# === SÜTUN AÇIKLAMALARI ===
# grafik_sembol: Finansal araç sembolü (örn: IMKBH'ADEL)
# grafik_periyot: Grafik periyodu (1, 5, 15, 30, H, D vb.)
# bar_count: Toplam bar/mum sayısı
# baslangic_tarihi: Verinin başlangıç tarihi
# bitis_tarihi: Verinin bitiş tarihi
# kayit_zamani: Dosyanın kaydedildiği zaman
# dosya_adi: Kaynak dosya adı
#
# ======================================================================================================================================================
#
# GRAFIK_SEMBOL            PERIYOT BAR_COUNT BASLANGIC_TARIHI    BITIS_TARIHI        KAYIT_ZAMANI        DOSYA_ADI                     
# -------------------------------------------------------------------------------------------------------------------------------------
  IMKBH'AFYON              20      62635     2015.07.02 09:20:00 2025.10.24 18:00:00 2025.10.26 14:05:12 IMKBH'AFYON_20.txt            
  IMKBH'AFYON              30      43364     2015.07.02 09:30:00 2025.10.24 18:00:00 2025.10.26 14:05:11 IMKBH'AFYON_30.txt            
  IMKBH'AFYON              60      32383     2011.03.11 12:00:00 2025.10.24 18:00:00 2025.10.26 14:05:10 IMKBH'AFYON_60.txt            
  IMKBH'AFYON              120     19599     2011.03.11 12:00:00 2025.10.24 18:00:00 2025.10.26 14:05:10 IMKBH'AFYON_120.txt           
  IMKBH'AFYON              240     10976     2011.03.11 12:00:00 2025.10.24 16:00:00 2025.10.26 14:05:10 IMKBH'AFYON_240.txt           
  IMKBH'AFYON              G       6706      1997.02.26 00:00:00 2025.10.24 00:00:00 2025.10.26 14:05:10 IMKBH'AFYON_G.txt             
  IMKBH'AFYON              H       1788      1991.03.25 00:00:00 2025.10.20 00:00:00 2025.10.26 14:05:10 IMKBH'AFYON_H.txt             
  IMKBH'AFYON              A       416       1991.03.01 00:00:00 2025.10.01 00:00:00 2025.10.26 14:05:10 IMKBH'AFYON_A.txt             
  IMKBH'AGESA              1       430441    2021.02.18 13:21:00 2025.10.24 18:05:00 2025.10.26 15:14:44 IMKBH'AGESA_1.txt             
  IMKBH'AGESA              5       125810    2020.06.22 13:00:00 2025.10.24 18:05:00 2025.10.26 15:14:51 IMKBH'AGESA_5.txt             
  IMKBH'AGESA              10      65720     2020.06.22 13:00:00 2025.10.24 18:00:00 2025.10.26 14:05:20 IMKBH'AGESA_10.txt            
  IMKBH'AGESA              15      44927     2020.06.22 13:00:00 2025.10.24 18:00:00 2025.10.26 14:05:19 IMKBH'AGESA_15.txt            
  IMKBH'AGESA              20      34414     2020.06.22 13:00:00 2025.10.24 18:00:00 2025.10.26 14:05:18 IMKBH'AGESA_20.txt            
  IMKBH'AGESA              30      23838     2020.06.22 13:00:00 2025.10.24 18:00:00 2025.10.26 14:05:18 IMKBH'AGESA_30.txt            
  IMKBH'AGESA              60      24700     2014.11.13 09:00:00 2025.10.24 18:00:00 2025.10.26 14:05:17 IMKBH'AGESA_60.txt            
  IMKBH'AGESA              120     14880     2014.11.13 08:00:00 2025.10.24 18:00:00 2025.10.26 14:05:17 IMKBH'AGESA_120.txt           
  IMKBH'AGESA              240     8208      2014.11.13 08:00:00 2025.10.24 16:00:00 2025.10.26 14:05:17 IMKBH'AGESA_240.txt           
  IMKBH'AGESA              G       2747      2014.11.13 00:00:00 2025.10.24 00:00:00 2025.10.26 14:05:17 IMKBH'AGESA_G.txt             
  IMKBH'AGESA              H       572       2014.11.10 00:00:00 2025.10.20 00:00:00 2025.10.26 14:05:17 IMKBH'AGESA_H.txt             
  IMKBH'AGESA              A       132       2014.11.03 00:00:00 2025.10.01 00:00:00 2025.10.26 14:05:17 IMKBH'AGESA_A.txt             
  IMKBH'AGHOL              1       820378    2017.07.04 16:42:00 2025.10.24 18:05:00 2025.10.26 15:14:54 IMKBH'AGHOL_1.txt             
  IMKBH'AGHOL              5       206962    2016.08.31 14:50:00 2025.10.24 18:05:00 2025.10.26 15:15:07 IMKBH'AGHOL_5.txt             
  IMKBH'AGHOL              10      107593    2016.08.31 14:50:00 2025.10.24 18:00:00 2025.10.26 14:05:26 IMKBH'AGHOL_10.txt            
  IMKBH'AGHOL              15      73454     2016.08.31 14:45:00 2025.10.24 18:00:00 2025.10.26 14:05:25 IMKBH'AGHOL_15.txt            
  IMKBH'AGHOL              20      56180     2016.08.31 14:40:00 2025.10.24 18:00:00 2025.10.26 14:05:23 IMKBH'AGHOL_20.txt            
  IMKBH'AGHOL              30      38832     2016.08.31 14:30:00 2025.10.24 18:00:00 2025.10.26 14:05:23 IMKBH'AGHOL_30.txt            
  IMKBH'AGHOL              60      36133     2009.03.11 14:00:00 2025.10.24 18:00:00 2025.10.26 14:05:22 IMKBH'AGHOL_60.txt            
  IMKBH'AGHOL              120     22058     2009.03.11 14:00:00 2025.10.24 18:00:00 2025.10.26 14:05:21 IMKBH'AGHOL_120.txt           
  IMKBH'AGHOL              240     12476     2009.03.11 12:00:00 2025.10.24 16:00:00 2025.10.26 14:05:21 IMKBH'AGHOL_240.txt           
  IMKBH'AGHOL              G       6433      2000.02.17 00:00:00 2025.10.24 00:00:00 2025.10.26 14:05:21 IMKBH'AGHOL_G.txt             
  IMKBH'AGHOL              H       1335      2000.02.14 00:00:00 2025.10.20 00:00:00 2025.10.26 14:05:21 IMKBH'AGHOL_H.txt             
  IMKBH'AGHOL              A       309       2000.02.01 00:00:00 2025.10.01 00:00:00 2025.10.26 14:05:21 IMKBH'AGHOL_A.txt             
  IMKBH'AGROT              1       229630    2023.11.23 09:55:00 2025.10.24 18:05:00 2025.10.26 15:15:10 IMKBH'AGROT_1.txt             
  IMKBH'AGROT              5       46800     2023.11.23 09:55:00 2025.10.24 18:05:00 2025.10.26 15:15:14 IMKBH'AGROT_5.txt             
  IMKBH'AGROT              10      23905     2023.11.23 09:50:00 2025.10.24 18:00:00 2025.10.26 14:05:29 IMKBH'AGROT_10.txt            
  IMKBH'AGROT              15      16278     2023.11.23 09:45:00 2025.10.24 18:00:00 2025.10.26 14:05:28 IMKBH'AGROT_15.txt            
  IMKBH'AGROT              20      12452     2023.11.23 09:40:00 2025.10.24 18:00:00 2025.10.26 14:05:28 IMKBH'AGROT_20.txt            
  IMKBH'AGROT              30      8625      2023.11.23 09:30:00 2025.10.24 18:00:00 2025.10.26 14:05:28 IMKBH'AGROT_30.txt            
  IMKBH'AGROT              60      4792      2023.11.23 09:00:00 2025.10.24 18:00:00 2025.10.26 14:05:28 IMKBH'AGROT_60.txt            
  IMKBH'AGROT              120     2877      2023.11.23 08:00:00 2025.10.24 18:00:00 2025.10.26 14:05:28 IMKBH'AGROT_120.txt           
  IMKBH'AGROT              240     1440      2023.11.23 08:00:00 2025.10.24 16:00:00 2025.10.26 14:05:28 IMKBH'AGROT_240.txt           
  IMKBH'AGROT              G       481       2023.11.23 00:00:00 2025.10.24 00:00:00 2025.10.26 14:05:28 IMKBH'AGROT_G.txt             
  IMKBH'AGROT              H       101       2023.11.20 00:00:00 2025.10.20 00:00:00 2025.10.26 14:05:28 IMKBH'AGROT_H.txt             
  IMKBH'AGROT              A       24        2023.11.01 00:00:00 2025.10.01 00:00:00 2025.10.26 14:05:28 IMKBH'AGROT_A.txt             
  IMKBH'AGYO               1       655430    2015.07.02 09:47:00 2025.10.24 18:05:00 2025.10.26 15:15:15 IMKBH'AGYO_1.txt              
  IMKBH'AGYO               5       194582    2015.07.02 09:45:00 2025.10.24 18:05:00 2025.10.26 15:15:26 IMKBH'AGYO_5.txt              
  IMKBH'AGYO               10      108548    2015.07.02 09:40:00 2025.10.24 18:00:00 2025.10.26 14:05:34 IMKBH'AGYO_10.txt             
  IMKBH'AGYO               15      76686     2015.07.02 09:45:00 2025.10.24 18:00:00 2025.10.26 14:05:33 IMKBH'AGYO_15.txt             
  IMKBH'AGYO               20      59812     2015.07.02 09:40:00 2025.10.24 18:00:00 2025.10.26 14:05:32 IMKBH'AGYO_20.txt             
  IMKBH'AGYO               30      42247     2015.07.02 09:30:00 2025.10.24 18:00:00 2025.10.26 14:05:31 IMKBH'AGYO_30.txt             
  IMKBH'AGYO               60      32325     2010.12.28 17:00:00 2025.10.24 18:00:00 2025.10.26 14:05:30 IMKBH'AGYO_60.txt             
  IMKBH'AGYO               120     19696     2010.12.28 16:00:00 2025.10.24 18:00:00 2025.10.26 14:05:30 IMKBH'AGYO_120.txt            
  IMKBH'AGYO               240     11126     2010.12.28 16:00:00 2025.10.24 16:00:00 2025.10.26 14:05:29 IMKBH'AGYO_240.txt            
  IMKBH'AGYO               G       5944      2002.02.14 00:00:00 2025.10.24 00:00:00 2025.10.26 14:05:29 IMKBH'AGYO_G.txt              
  IMKBH'AGYO               H       1234      2002.02.11 00:00:00 2025.10.20 00:00:00 2025.10.26 14:05:29 IMKBH'AGYO_H.txt              
  IMKBH'AGYO               A       285       2002.02.01 00:00:00 2025.10.01 00:00:00 2025.10.26 14:05:29 IMKBH'AGYO_A.txt              
  IMKBH'AHGAZ              1       326338    2022.12.22 09:55:00 2025.10.24 18:05:00 2025.10.26 15:15:29 IMKBH'AHGAZ_1.txt             
  IMKBH'AHGAZ              5       69003     2022.12.22 09:55:00 2025.10.24 18:05:00 2025.10.26 15:15:35 IMKBH'AHGAZ_5.txt             
  IMKBH'AHGAZ              10      35240     2022.12.22 09:50:00 2025.10.24 18:00:00 2025.10.26 14:05:37 IMKBH'AHGAZ_10.txt            
  IMKBH'AHGAZ              15      23974     2022.12.22 09:45:00 2025.10.24 18:00:00 2025.10.26 14:05:37 IMKBH'AHGAZ_15.txt            
  IMKBH'AHGAZ              20      18339     2022.12.22 09:40:00 2025.10.24 18:00:00 2025.10.26 14:05:37 IMKBH'AHGAZ_20.txt            
  IMKBH'AHGAZ              30      12703     2022.12.22 09:30:00 2025.10.24 18:00:00 2025.10.26 14:05:36 IMKBH'AHGAZ_30.txt            
  IMKBH'AHGAZ              60      7060      2022.12.22 09:00:00 2025.10.24 18:00:00 2025.10.26 14:05:36 IMKBH'AHGAZ_60.txt            
  IMKBH'AHGAZ              120     4239      2022.12.22 08:00:00 2025.10.24 18:00:00 2025.10.26 14:05:36 IMKBH'AHGAZ_120.txt           
  IMKBH'AHGAZ              240     2122      2022.12.22 08:00:00 2025.10.24 16:00:00 2025.10.26 14:05:36 IMKBH'AHGAZ_240.txt           
  IMKBH'AHGAZ              G       709       2022.12.22 00:00:00 2025.10.24 00:00:00 2025.10.26 14:05:36 IMKBH'AHGAZ_G.txt             
  IMKBH'AHGAZ              H       149       2022.12.19 00:00:00 2025.10.20 00:00:00 2025.10.26 14:05:36 IMKBH'AHGAZ_H.txt             
  IMKBH'AHGAZ              A       35        2022.12.01 00:00:00 2025.10.01 00:00:00 2025.10.26 14:05:36 IMKBH'AHGAZ_A.txt             
  IMKBH'AHSGY              1       128383    2024.08.29 09:55:00 2025.10.24 18:05:00 2025.10.26 15:15:36 IMKBH'AHSGY_1.txt             
  IMKBH'AHSGY              5       28283     2024.08.29 09:55:00 2025.10.24 18:05:00 2025.10.26 15:15:38 IMKBH'AHSGY_5.txt             
  IMKBH'AHSGY              10      14458     2024.08.29 09:50:00 2025.10.24 18:00:00 2025.10.26 14:05:39 IMKBH'AHSGY_10.txt            
  IMKBH'AHSGY              15      9844      2024.08.29 09:45:00 2025.10.24 18:00:00 2025.10.26 14:05:38 IMKBH'AHSGY_15.txt            
