# Sembol Önekleri ve Piyasa Türleri:
# 
# === ANA PIYASALAR ===
# IMKBH': IMKB HISSE - Borsa İstanbul Hisse Senetleri
# IMKBX': IMKB ENDEKS - Borsa İstanbul Endeksleri
# 
# === TÜREV ÜRÜNLER ===
# VIP'O_: VADELI ISLEM VE OPSIYON - Opsiyon Sözleşmeleri
# VIP'TM_: VADELI ISLEM VE OPSIYON - Vadeli İşlem Sözleşmeleri (TürkMen)
# VIP'VIP: VADELI ISLEM VE OPSIYON - VIP Vadeli İşlem Sözleşmeleri
# 
# === ULUSLARARASI PIYASALAR ===
# WBOND': DUNYA BONOLARI - Dünya Tahvil ve Forward Kurları
# WINX': DUNYA ENDEKSLERI - Dünya Borsası Endeksleri (DAX, FTSE, etc.)
# EUREX': EUREX - Avrupa Türev Borsası
# 
# === DİĞER PIYASALAR ===
# FX': FX - Döviz Paritesi
# CRP': KRIPTO PARA - Kripto Para Birimleri
# BNKGS': BANKA GISE KURLARI - Banka Gişe Kurları
# KIYM': KIYMETLI MADENLER - Altın, Gümüş, Platin vb.
# NFT': NFT - Non Fungible Token
# 
# === BANKACILIK VE FAİZ ===
# LIBOR': LIBOR - Londra Bankalararası Faiz Oranları
# INTUSD': INTERBANK - Bankalararası Dolar Piyasası
# OVERN': INTERBANK OVERNIGHT - Gecelik Faiz Oranları
# TCMBK': TCMB KURLAR - Merkez Bankası Kurları
# DOVIZ': DOVIZ BUROLARI - Döviz Büro Kurları
# 
# === ÇEŞİTLİ ===
# DFN': CESITLI PIYASALAR - Çeşitli Finansal Araçlar
# SERPIY': SERBEST PIYASA - Serbest Piyasa İşlemleri
# FUTGCK': GECIKMELI VADELILER - Gecikmeli Vadeli İşlemler
# THVX': TAHVIL - Tahvil İşlemleri
#
symbol,market_type,isin_code,company_name,sector_code,group_code,market_code
VIP'O_TUPRSE1025P160.00,VADELI ISLEM VE OPSIYON,,TUPRS_10/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1025P165.00,VADELI ISLEM VE OPSIYON,,TUPRS_10/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1025P170.00,VADELI ISLEM VE OPSIYON,,TUPRS_10/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1025P175.00,VADELI ISLEM VE OPSIYON,,TUPRS_10/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1025P180.00,VADELI ISLEM VE OPSIYON,,TUPRS_10/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1025P185.00,VADELI ISLEM VE OPSIYON,,TUPRS_10/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1025P190.00,VADELI ISLEM VE OPSIYON,,TUPRS_10/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1025P195.00,VADELI ISLEM VE OPSIYON,,TUPRS_10/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1025P200.00,VADELI ISLEM VE OPSIYON,,TUPRS_10/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1025P205.00,VADELI ISLEM VE OPSIYON,,TUPRS_10/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C175.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C180.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C185.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C190.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C195.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C200.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C205.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C210.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C215.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C220.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C225.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C230.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125C235.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P150.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P155.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P160.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P165.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P170.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P175.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P180.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P185.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P190.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P195.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P200.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P205.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_TUPRSE1125P210.00,VADELI ISLEM VE OPSIYON,,TUPRS_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C41000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C41500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C42000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C42500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C43000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C43500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C44000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C44500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C45000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C45500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C46000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C46500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C47000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925C47500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P38000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P38500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P39000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P39500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P40000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P40500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P41000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P41500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P42000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P42500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P43000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P43500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P44000,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE0925P44500,VADELI ISLEM VE OPSIYON,,USDTRY_09/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C42000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C42500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C43000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C43500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C44000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C44500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C45000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C45500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C46000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C46500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C47000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C47500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025C48000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P39000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P39500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P40000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P40500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P41000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P41500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P42000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P42500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P43000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P43500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P44000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P44500,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1025P45000,VADELI ISLEM VE OPSIYON,,USDTRY_10/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125C43000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125C43500,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125C44000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125C45000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125C45500,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125C46000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125C46500,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125C47000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125C47500,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125C48000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125C48500,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P40000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P40500,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P41000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P41500,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P42000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P42500,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P43000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P43500,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P44000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P44500,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P45000,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_USDTRYKE1125P45500,VADELI ISLEM VE OPSIYON,,USDTRY_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C26.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C27.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C28.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C29.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C30.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C31.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C32.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C33.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C34.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C35.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C36.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C37.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925C38.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P23.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P23.50,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P24.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P24.50,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P25.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P26.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P27.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P28.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P29.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P30.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P31.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P32.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE0925P33.00,VADELI ISLEM VE OPSIYON,,VAKBN_09/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C27.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C28.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C29.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C30.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C31.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C32.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C33.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C34.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C35.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C36.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C37.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025C38.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P23.50,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P24.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P24.50,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P25.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P26.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P27.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P28.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P29.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P30.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P31.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P32.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1025P33.00,VADELI ISLEM VE OPSIYON,,VAKBN_10/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125C27.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125C28.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125C29.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125C30.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125C31.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125C32.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125C33.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125C34.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125C35.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125C36.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125C37.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125P23.50,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125P24.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125P24.50,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125P25.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125P26.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125P27.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125P28.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125P29.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125P30.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125P31.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_VAKBNE1125P32.00,VADELI ISLEM VE OPSIYON,,VAKBN_11/2025_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C12500.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C12750.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C13000.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C13250.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C13500.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C13750.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C14000.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C14250.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C14500.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C14750.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C15000.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C15250.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
VIP'O_XU030E0226C15500.00,VADELI ISLEM VE OPSIYON,,BIST 30_02/2026_AVRUPA_OPSIYON,,,
