# Sembol Önekleri ve Piyasa Türleri:
# 
# === ANA PIYASALAR ===
# IMKBH': IMKB HISSE - Borsa İstanbul Hisse Senetleri
# IMKBX': IMKB ENDEKS - Borsa İstanbul Endeksleri
# 
# === TÜREV ÜRÜNLER ===
# VIP'O_: VADELI ISLEM VE OPSIYON - Opsiyon Sözleşmeleri
# VIP'TM_: VADELI ISLEM VE OPSIYON - Vadeli İşlem Sözleşmeleri (TürkMen)
# VIP'VIP: VADELI ISLEM VE OPSIYON - VIP Vadeli İşlem Sözleşmeleri
# 
# === ULUSLARARASI PIYASALAR ===
# WBOND': DUNYA BONOLARI - Dünya Tahvil ve Forward Kurları
# WINX': DUNYA ENDEKSLERI - Dünya Borsası Endeksleri (DAX, FTSE, etc.)
# EUREX': EUREX - Avrupa Türev Borsası
# 
# === DİĞER PIYASALAR ===
# FX': FX - Döviz Paritesi
# CRP': KRIPTO PARA - Kripto Para Birimleri
# BNKGS': BANKA GISE KURLARI - Banka Gişe Kurları
# KIYM': KIYMETLI MADENLER - Altın, Gümüş, Platin vb.
# NFT': NFT - Non Fungible Token
# 
# === BANKACILIK VE FAİZ ===
# LIBOR': LIBOR - Londra Bankalararası Faiz Oranları
# INTUSD': INTERBANK - Bankalararası Dolar Piyasası
# OVERN': INTERBANK OVERNIGHT - Gecelik Faiz Oranları
# TCMBK': TCMB KURLAR - Merkez Bankası Kurları
# DOVIZ': DOVIZ BUROLARI - Döviz Büro Kurları
# 
# === ÇEŞİTLİ ===
# DFN': CESITLI PIYASALAR - Çeşitli Finansal Araçlar
# SERPIY': SERBEST PIYASA - Serbest Piyasa İşlemleri
# FUTGCK': GECIKMELI VADELILER - Gecikmeli Vadeli İşlemler
# THVX': TAHVIL - Tahvil İşlemleri
#
symbol,market_type,isin_code,company_name,sector_code,group_code,market_code
IMKBH'EF1QRV,IMKB HISSE,,AEFESP1510250013.50IYF0000001NA,,,V
IMKBH'EF1QSV,IMKB HISSE,,AEFESP1510250015.00IYF0000001NA,,,V
IMKBH'EF1QTV,IMKB HISSE,,AEFESP1510250016.50IYF0000001NA,,,V
IMKBH'EF1QUV,IMKB HISSE,,AEFESP2811250018.00IYF00000.5NA,,,V
IMKBH'EF1QVV,IMKB HISSE,,AEFESP2811250016.00IYF00000.5NA,,,V
IMKBH'EF1QWV,IMKB HISSE,,AEFESP2811250015.00IYF00000.5NA,,,V
IMKBH'EF1QXV,IMKB HISSE,,AEFESP2811250013.50IYF00000.5NA,,,V
IMKBH'EF1QYV,IMKB HISSE,,AEFESP1411250016.50IYF00000.5NA,,,V
IMKBH'EF1QZV,IMKB HISSE,,AEFESP1411250015.50IYF00000.5NA,,,V
IMKBH'EF1RAV,IMKB HISSE,,AEFESP1411250014.00IYF00000.5NA,,,V
IMKBH'EFAAMV,IMKB HISSE,,AEFESC3009250026.50AKM00000.6NA,,,V
IMKBH'EFAANV,IMKB HISSE,,AEFESC3009250024.00AKM00000.6NA,,,V
IMKBH'EFAAOV,IMKB HISSE,,AEFESC3009250021.50AKM00000.6NA,,,V
IMKBH'EFAAPV,IMKB HISSE,,AEFESC3009250019.50AKM00000.6NA,,,V
IMKBH'EFAAQV,IMKB HISSE,,AEFESC3009250017.50AKM00000.6NA,,,V
IMKBH'EFAARV,IMKB HISSE,,AEFESC3009250015.50AKM00000.6NA,,,V
IMKBH'EFAASV,IMKB HISSE,,AEFESC3110250027.50AKM00000.6NA,,,V
IMKBH'EFAATV,IMKB HISSE,,AEFESC3110250024.50AKM00000.6NA,,,V
IMKBH'EFAAUV,IMKB HISSE,,AEFESC3110250022.00AKM00000.6NA,,,V
IMKBH'EFAAVV,IMKB HISSE,,AEFESC3110250019.50AKM00000.6NA,,,V
IMKBH'EFAAWV,IMKB HISSE,,AEFESC3110250017.50AKM00000.6NA,,,V
IMKBH'EFAAXV,IMKB HISSE,,AEFESC3110250015.50AKM00000.6NA,,,V
IMKBH'EFAAYV,IMKB HISSE,,AEFESC2811250024.00AKM00000.5NA,,,V
IMKBH'EFAAZV,IMKB HISSE,,AEFESC2811250021.50AKM00000.5NA,,,V
IMKBH'EFABAV,IMKB HISSE,,AEFESC2811250019.50AKM00000.5NA,,,V
IMKBH'EFABBV,IMKB HISSE,,AEFESC2811250018.00AKM00000.5NA,,,V
IMKBH'EFABCV,IMKB HISSE,,AEFESC2811250016.00AKM00000.5NA,,,V
IMKBH'EFABDV,IMKB HISSE,,AEFESC2811250014.50AKM00000.5NA,,,V
IMKBH'EFAPIV,IMKB HISSE,,AEFESP3009250011.00AKM00000.6NA,,,V
IMKBH'EFAPJV,IMKB HISSE,,AEFESP3009250012.50AKM00000.6NA,,,V
IMKBH'EFAPKV,IMKB HISSE,,AEFESP3009250014.00AKM00000.6NA,,,V
IMKBH'EFAPLV,IMKB HISSE,,AEFESP3009250015.50AKM00000.6NA,,,V
IMKBH'EFAPMV,IMKB HISSE,,AEFESP3110250011.00AKM00000.6NA,,,V
IMKBH'EFAPNV,IMKB HISSE,,AEFESP3110250012.50AKM00000.6NA,,,V
IMKBH'EFAPOV,IMKB HISSE,,AEFESP3110250014.00AKM00000.6NA,,,V
IMKBH'EFAPPV,IMKB HISSE,,AEFESP3110250015.50AKM00000.6NA,,,V
IMKBH'EFAPQV,IMKB HISSE,,AEFESP2811250010.50AKM00000.5NA,,,V
IMKBH'EFAPRV,IMKB HISSE,,AEFESP2811250012.00AKM00000.5NA,,,V
IMKBH'EFAPSV,IMKB HISSE,,AEFESP2811250013.00AKM00000.5NA,,,V
IMKBH'EFAPTV,IMKB HISSE,,AEFESP2811250014.50AKM00000.5NA,,,V
IMKBH'EFIBOV,IMKB HISSE,,AEFESC3009250013.00IYM00000.5NA,,,V
IMKBH'EFIBPV,IMKB HISSE,,AEFESC3009250015.00IYM00000.5NA,,,V
IMKBH'EFIBQV,IMKB HISSE,,AEFESC3009250017.00IYM00000.5NA,,,V
IMKBH'EFIBRV,IMKB HISSE,,AEFESC3009250019.00IYM00000.5NA,,,V
IMKBH'EFIBSV,IMKB HISSE,,AEFESC3009250022.00IYM00000.5NA,,,V
IMKBH'EFIBTV,IMKB HISSE,,AEFESC1510250012.50IYM00000.5NA,,,V
IMKBH'EFIBUV,IMKB HISSE,,AEFESC1510250015.30IYM00000.5NA,,,V
IMKBH'EFIBVV,IMKB HISSE,,AEFESC1510250016.70IYM00000.5NA,,,V
IMKBH'EFIBWV,IMKB HISSE,,AEFESC1510250019.50IYM00000.5NA,,,V
IMKBH'EFIBXV,IMKB HISSE,,AEFESC1510250023.70IYM00000.5NA,,,V
IMKBH'EFICDV,IMKB HISSE,,AEFESC1509250012.00IYM00000.5NA,,,V
IMKBH'EFICEV,IMKB HISSE,,AEFESC1509250014.60IYM00000.5NA,,,V
IMKBH'EFICFV,IMKB HISSE,,AEFESC1509250016.00IYM00000.5NA,,,V
IMKBH'EFICGV,IMKB HISSE,,AEFESC1509250018.60IYM00000.5NA,,,V
IMKBH'EFICHV,IMKB HISSE,,AEFESC1509250022.60IYM00000.5NA,,,V
IMKBH'EFICIV,IMKB HISSE,,AEFESC3110250024.00IYM00000.5NA,,,V
IMKBH'EFICJV,IMKB HISSE,,AEFESC3110250022.00IYM00000.5NA,,,V
IMKBH'EFICKV,IMKB HISSE,,AEFESC3110250020.00IYM00000.5NA,,,V
IMKBH'EFICLV,IMKB HISSE,,AEFESC3110250018.00IYM00000.5NA,,,V
IMKBH'EFICMV,IMKB HISSE,,AEFESC3110250016.00IYM00000.5NA,,,V
IMKBH'EFICNV,IMKB HISSE,,AEFESC1711250024.00IYM00000.5NA,,,V
IMKBH'EFICOV,IMKB HISSE,,AEFESC1711250022.00IYM00000.5NA,,,V
IMKBH'EFICPV,IMKB HISSE,,AEFESC1711250020.00IYM00000.5NA,,,V
IMKBH'EFICQV,IMKB HISSE,,AEFESC1711250018.00IYM00000.5NA,,,V
IMKBH'EFICRV,IMKB HISSE,,AEFESC1711250016.00IYM00000.5NA,,,V
IMKBH'EFICSV,IMKB HISSE,,AEFESC2811250014.00IYM00000.5NA,,,V
IMKBH'EFICTV,IMKB HISSE,,AEFESC2811250016.00IYM00000.5NA,,,V
IMKBH'EFICUV,IMKB HISSE,,AEFESC2811250018.00IYM00000.5NA,,,V
IMKBH'EFICVV,IMKB HISSE,,AEFESC2811250021.00IYM00000.5NA,,,V
IMKBH'EFICWV,IMKB HISSE,,AEFESC2811250023.00IYM00000.5NA,,,V
IMKBH'EFICXV,IMKB HISSE,,AEFESC1512250013.00IYM00000.5NA,,,V
IMKBH'EFICYV,IMKB HISSE,,AEFESC1512250016.00IYM00000.5NA,,,V
IMKBH'EFICZV,IMKB HISSE,,AEFESC1512250018.00IYM00000.5NA,,,V
IMKBH'EFIDAV,IMKB HISSE,,AEFESC1512250021.00IYM00000.5NA,,,V
IMKBH'EFIDBV,IMKB HISSE,,AEFESC1512250025.00IYM00000.5NA,,,V
IMKBH'EFIQOV,IMKB HISSE,,AEFESP3009250016.00IYM00000.5NA,,,V
IMKBH'EFIQPV,IMKB HISSE,,AEFESP3009250014.00IYM00000.5NA,,,V
IMKBH'EFIQQV,IMKB HISSE,,AEFESP3009250012.00IYM00000.5NA,,,V
IMKBH'EFIQRV,IMKB HISSE,,AEFESP3009250010.00IYM00000.5NA,,,V
IMKBH'EFIQSV,IMKB HISSE,,AEFESP3009250008.00IYM00000.5NA,,,V
IMKBH'EFIQTV,IMKB HISSE,,AEFESP1510250015.30IYM00000.5NA,,,V
IMKBH'EFIQUV,IMKB HISSE,,AEFESP1510250013.90IYM00000.5NA,,,V
IMKBH'EFIQVV,IMKB HISSE,,AEFESP1510250012.50IYM00000.5NA,,,V
IMKBH'EFIQWV,IMKB HISSE,,AEFESP1510250011.10IYM00000.5NA,,,V
IMKBH'EFIQXV,IMKB HISSE,,AEFESP1510250010.00IYM00000.5NA,,,V
IMKBH'EFIRDV,IMKB HISSE,,AEFESP1509250014.60IYM00000.5NA,,,V
IMKBH'EFIREV,IMKB HISSE,,AEFESP1509250013.30IYM00000.5NA,,,V
IMKBH'EFIRFV,IMKB HISSE,,AEFESP1509250012.00IYM00000.5NA,,,V
IMKBH'EFIRGV,IMKB HISSE,,AEFESP1509250010.60IYM00000.5NA,,,V
IMKBH'EFIRHV,IMKB HISSE,,AEFESP1509250009.60IYM00000.5NA,,,V
IMKBH'EFIRIV,IMKB HISSE,,AEFESP3110250018.00IYM00000.5NA,,,V
IMKBH'EFIRJV,IMKB HISSE,,AEFESP3110250016.00IYM00000.5NA,,,V
IMKBH'EFIRKV,IMKB HISSE,,AEFESP3110250015.00IYM00000.5NA,,,V
IMKBH'EFIRLV,IMKB HISSE,,AEFESP3110250013.00IYM00000.5NA,,,V
IMKBH'EFIRMV,IMKB HISSE,,AEFESP3110250011.00IYM00000.5NA,,,V
IMKBH'EFIRNV,IMKB HISSE,,AEFESP1711250018.00IYM00000.5NA,,,V
IMKBH'EFIROV,IMKB HISSE,,AEFESP1711250016.00IYM00000.5NA,,,V
IMKBH'EFIRPV,IMKB HISSE,,AEFESP1711250015.00IYM00000.5NA,,,V
IMKBH'EFIRQV,IMKB HISSE,,AEFESP1711250013.00IYM00000.5NA,,,V
IMKBH'EFIRRV,IMKB HISSE,,AEFESP1711250011.00IYM00000.5NA,,,V
IMKBH'EFIRSV,IMKB HISSE,,AEFESP2811250017.00IYM00000.5NA,,,V
IMKBH'EFIRTV,IMKB HISSE,,AEFESP2811250015.00IYM00000.5NA,,,V
IMKBH'EFIRUV,IMKB HISSE,,AEFESP2811250012.00IYM00000.5NA,,,V
IMKBH'EFIRVV,IMKB HISSE,,AEFESP2811250010.00IYM00000.5NA,,,V
IMKBH'EFIRWV,IMKB HISSE,,AEFESP2811250009.00IYM00000.5NA,,,V
IMKBH'EFIRXV,IMKB HISSE,,AEFESP1512250016.00IYM00000.5NA,,,V
IMKBH'EFIRYV,IMKB HISSE,,AEFESP1512250015.00IYM00000.5NA,,,V
IMKBH'EFIRZV,IMKB HISSE,,AEFESP1512250013.00IYM00000.5NA,,,V
IMKBH'EFISAV,IMKB HISSE,,AEFESP1512250012.00IYM00000.5NA,,,V
IMKBH'EFISBV,IMKB HISSE,,AEFESP1512250011.00IYM00000.5NA,,,V
IMKBH'EFORC,IMKB HISSE,,EFOR CAY SANAYI,S_00010,100,E
IMKBH'EFORCNSE,IMKB HISSE,,EFOR CAY SANAYI,,,NSE
IMKBH'EFORCTE,IMKB HISSE,,EFOR CAY SANAYI -TEMERR,,,TE
IMKBH'EGEEN,IMKB HISSE,TRAEGEEN91H5,EGE ENDUSTRI,S_00080,100,E
IMKBH'EGEENTE,IMKB HISSE,,EGE ENDUSTRI -TEMERR,,,TE
IMKBH'EGEGY,IMKB HISSE,,EGEYAPI AVRUPA GMYO,S_00210,000,E
IMKBH'EGEGYTE,IMKB HISSE,,EGEYAPI AVRUPA GMYO -TEMERR,,,TE
IMKBH'EGEPO,IMKB HISSE,,NASMED EGEPOL,S_00140,,E
IMKBH'EGEPOTE,IMKB HISSE,,NASMED EGEPOL -TEMERR,,,TE
IMKBH'EGGUB,IMKB HISSE,TRAEGGUB91E8,EGE GUBRE,S_00050,000,E
IMKBH'EGGUBTE,IMKB HISSE,,EGE GUBRE -TEMERR,,,TE
IMKBH'EGPRO,IMKB HISSE,TRAEGPRO91E8,EGE PROFIL,S_00050,000,E
IMKBH'EGPROTE,IMKB HISSE,,EGE PROFIL -TEMERR,,,TE
IMKBH'EGSER,IMKB HISSE,TRAEGSER91F0,EGE SERAMIK,S_00060,000,E
IMKBH'EGSERTE,IMKB HISSE,,EGE SERAMIK -TEMERR,,,TE
IMKBH'EI1EIV,IMKB HISSE,,ENKAIC1709250094.00IYF00000.2NA,,,V
IMKBH'EI1EJV,IMKB HISSE,,ENKAIC1709250086.00IYF00000.2NA,,,V
IMKBH'EI1EKV,IMKB HISSE,,ENKAIC1709250080.00IYF00000.2NA,,,V
IMKBH'EI1ELV,IMKB HISSE,,ENKAIC1709250070.00IYF00000.2NA,,,V
IMKBH'EI1EMV,IMKB HISSE,,ENKAIC3009250097.00IYF00000.2NA,,,V
IMKBH'EI1ENV,IMKB HISSE,,ENKAIC3009250090.00IYF00000.2NA,,,V
IMKBH'EI1EOV,IMKB HISSE,,ENKAIC3009250085.00IYF00000.2NA,,,V
IMKBH'EI1EPV,IMKB HISSE,,ENKAIC3009250076.00IYF00000.2NA,,,V
IMKBH'EI1EQV,IMKB HISSE,,ENKAIC3009250069.00IYF00000.2NA,,,V
IMKBH'EI1ERV,IMKB HISSE,,ENKAIC3110250106.00IYF00000.2NA,,,V
IMKBH'EI1ESV,IMKB HISSE,,ENKAIC3110250096.00IYF00000.2NA,,,V
IMKBH'EI1ETV,IMKB HISSE,,ENKAIC3110250089.00IYF00000.2NA,,,V
IMKBH'EI1EUV,IMKB HISSE,,ENKAIC3110250083.00IYF00000.2NA,,,V
IMKBH'EI1EVV,IMKB HISSE,,ENKAIC3110250077.00IYF00000.2NA,,,V
IMKBH'EI1EWV,IMKB HISSE,,ENKAIC1510250101.00IYF00000.2NA,,,V
IMKBH'EI1EXV,IMKB HISSE,,ENKAIC1510250092.00IYF00000.2NA,,,V
IMKBH'EI1EYV,IMKB HISSE,,ENKAIC1510250086.00IYF00000.2NA,,,V
IMKBH'EI1EZV,IMKB HISSE,,ENKAIC1510250078.00IYF00000.2NA,,,V
IMKBH'EI1FAV,IMKB HISSE,,ENKAIC2811250101.00IYF00000.2NA,,,V
IMKBH'EI1FBV,IMKB HISSE,,ENKAIC2811250096.00IYF00000.2NA,,,V
IMKBH'EI1FCV,IMKB HISSE,,ENKAIC2811250090.00IYF00000.2NA,,,V
IMKBH'EI1FDV,IMKB HISSE,,ENKAIC2811250085.00IYF00000.2NA,,,V
IMKBH'EI1FEV,IMKB HISSE,,ENKAIC2811250076.00IYF00000.2NA,,,V
IMKBH'EI1FFV,IMKB HISSE,,ENKAIC1411250099.00IYF00000.2NA,,,V
IMKBH'EI1FGV,IMKB HISSE,,ENKAIC1411250091.00IYF00000.2NA,,,V
IMKBH'EI1FHV,IMKB HISSE,,ENKAIC1411250084.00IYF00000.2NA,,,V
IMKBH'EI1FIV,IMKB HISSE,,ENKAIC1411250077.00IYF00000.2NA,,,V
IMKBH'EI1SLV,IMKB HISSE,,ENKAIP1709250065.00IYF00000.2NA,,,V
IMKBH'EI1SMV,IMKB HISSE,,ENKAIP1709250058.00IYF00000.2NA,,,V
IMKBH'EI1SNV,IMKB HISSE,,ENKAIP3009250056.00IYF00000.2NA,,,V
IMKBH'EI1SOV,IMKB HISSE,,ENKAIP3009250062.00IYF00000.2NA,,,V
IMKBH'EI1SPV,IMKB HISSE,,ENKAIP3009250069.00IYF00000.2NA,,,V
IMKBH'EI1SQV,IMKB HISSE,,ENKAIP3110250057.00IYF00000.2NA,,,V
IMKBH'EI1SRV,IMKB HISSE,,ENKAIP3110250063.00IYF00000.2NA,,,V
IMKBH'EI1SSV,IMKB HISSE,,ENKAIP3110250069.00IYF00000.2NA,,,V
IMKBH'EI1STV,IMKB HISSE,,ENKAIP3110250074.00IYF00000.2NA,,,V
IMKBH'EI1SUV,IMKB HISSE,,ENKAIP1510250060.00IYF00000.2NA,,,V
IMKBH'EI1SVV,IMKB HISSE,,ENKAIP1510250066.00IYF00000.2NA,,,V
IMKBH'EI1SWV,IMKB HISSE,,ENKAIP1510250073.00IYF00000.2NA,,,V
IMKBH'EI1SXV,IMKB HISSE,,ENKAIP2811250078.00IYF00000.2NA,,,V
IMKBH'EI1SYV,IMKB HISSE,,ENKAIP2811250071.00IYF00000.2NA,,,V
IMKBH'EI1SZV,IMKB HISSE,,ENKAIP2811250065.00IYF00000.2NA,,,V
IMKBH'EI1TAV,IMKB HISSE,,ENKAIP2811250059.00IYF00000.2NA,,,V
IMKBH'EI1TBV,IMKB HISSE,,ENKAIP1411250072.00IYF00000.2NA,,,V
IMKBH'EI1TCV,IMKB HISSE,,ENKAIP1411250066.00IYF00000.2NA,,,V
IMKBH'EI1TDV,IMKB HISSE,,ENKAIP1411250061.00IYF00000.2NA,,,V
IMKBH'EIAFHV,IMKB HISSE,,ENKAIC3009250115.00AKM0000.15NA,,,V
IMKBH'EIAFIV,IMKB HISSE,,ENKAIC3009250103.00AKM0000.15NA,,,V
IMKBH'EIAFJV,IMKB HISSE,,ENKAIC3009250093.00AKM0000.15NA,,,V
IMKBH'EIAFKV,IMKB HISSE,,ENKAIC3009250083.00AKM0000.15NA,,,V
IMKBH'EIAFLV,IMKB HISSE,,ENKAIC3009250074.00AKM0000.15NA,,,V
IMKBH'EIAFMV,IMKB HISSE,,ENKAIC3009250067.00AKM0000.15NA,,,V
IMKBH'EIAFNV,IMKB HISSE,,ENKAIC3110250120.00AKM0000.15NA,,,V
IMKBH'EIAFOV,IMKB HISSE,,ENKAIC3110250108.00AKM0000.15NA,,,V
IMKBH'EIAFPV,IMKB HISSE,,ENKAIC3110250097.00AKM0000.15NA,,,V
IMKBH'EIAFQV,IMKB HISSE,,ENKAIC3110250087.00AKM0000.15NA,,,V
IMKBH'EIAFRV,IMKB HISSE,,ENKAIC3110250078.00AKM0000.15NA,,,V
IMKBH'EIAFSV,IMKB HISSE,,ENKAIC3110250070.00AKM0000.15NA,,,V
IMKBH'EIAFTV,IMKB HISSE,,ENKAIC2811250108.00AKM00000.1NA,,,V
IMKBH'EIAFUV,IMKB HISSE,,ENKAIC2811250099.00AKM00000.1NA,,,V
IMKBH'EIAFVV,IMKB HISSE,,ENKAIC2811250090.00AKM00000.1NA,,,V
IMKBH'EIAFWV,IMKB HISSE,,ENKAIC2811250082.00AKM00000.1NA,,,V
IMKBH'EIAFXV,IMKB HISSE,,ENKAIC2811250075.00AKM00000.1NA,,,V
IMKBH'EIAFYV,IMKB HISSE,,ENKAIC2811250068.00AKM00000.1NA,,,V
IMKBH'EIATHV,IMKB HISSE,,ENKAIP3009250046.00AKM0000.15NA,,,V
IMKBH'EIATIV,IMKB HISSE,,ENKAIP3009250053.00AKM0000.15NA,,,V
IMKBH'EIATJV,IMKB HISSE,,ENKAIP3009250060.00AKM0000.15NA,,,V
IMKBH'EIATKV,IMKB HISSE,,ENKAIP3009250067.00AKM0000.15NA,,,V
IMKBH'EIATLV,IMKB HISSE,,ENKAIP3110250049.00AKM0000.15NA,,,V
IMKBH'EIATMV,IMKB HISSE,,ENKAIP3110250056.00AKM0000.15NA,,,V
IMKBH'EIATNV,IMKB HISSE,,ENKAIP3110250063.00AKM0000.15NA,,,V
IMKBH'EIATOV,IMKB HISSE,,ENKAIP3110250070.00AKM0000.15NA,,,V
IMKBH'EIATPV,IMKB HISSE,,ENKAIP2811250051.00AKM00000.1NA,,,V
IMKBH'EIATQV,IMKB HISSE,,ENKAIP2811250056.00AKM00000.1NA,,,V
IMKBH'EIATRV,IMKB HISSE,,ENKAIP2811250062.00AKM00000.1NA,,,V
IMKBH'EIATSV,IMKB HISSE,,ENKAIP2811250068.00AKM00000.1NA,,,V
IMKBH'EIBGSV,IMKB HISSE,,ENKAIC3009250060.00BNP00000.2NA,,,V
IMKBH'EIBGTV,IMKB HISSE,,ENKAIC3009250070.00BNP00000.2NA,,,V
IMKBH'EIBGUV,IMKB HISSE,,ENKAIC3009250080.00BNP00000.2NA,,,V
IMKBH'EIBGVV,IMKB HISSE,,ENKAIC3009250090.00BNP00000.2NA,,,V
IMKBH'EIBGWV,IMKB HISSE,,ENKAIC3009250100.00BNP00000.2NA,,,V
IMKBH'EIBGXV,IMKB HISSE,,ENKAIC3110250060.00BNP00000.2NA,,,V
IMKBH'EIBGYV,IMKB HISSE,,ENKAIC3110250070.00BNP00000.2NA,,,V
IMKBH'EIBGZV,IMKB HISSE,,ENKAIC3110250080.00BNP00000.2NA,,,V
IMKBH'EIBHAV,IMKB HISSE,,ENKAIC3110250090.00BNP00000.2NA,,,V
IMKBH'EIBHBV,IMKB HISSE,,ENKAIC3110250100.00BNP00000.2NA,,,V
IMKBH'EIBPGV,IMKB HISSE,,ENKAIP3009250060.00BNP00000.2NA,,,V
IMKBH'EIBPHV,IMKB HISSE,,ENKAIP3009250050.00BNP00000.2NA,,,V
IMKBH'EIBPIV,IMKB HISSE,,ENKAIP3009250040.00BNP00000.2NA,,,V
IMKBH'EIBPJV,IMKB HISSE,,ENKAIP3110250060.00BNP00000.2NA,,,V
IMKBH'EIBPKV,IMKB HISSE,,ENKAIP3110250050.00BNP00000.2NA,,,V
IMKBH'EIBPLV,IMKB HISSE,,ENKAIP3110250040.00BNP00000.2NA,,,V
IMKBH'EIIGJV,IMKB HISSE,,ENKAIC3009250060.00IYM00000.2NA,,,V
IMKBH'EIIGKV,IMKB HISSE,,ENKAIC3009250070.00IYM00000.2NA,,,V
IMKBH'EIIGLV,IMKB HISSE,,ENKAIC3009250080.00IYM00000.2NA,,,V
IMKBH'EIIGMV,IMKB HISSE,,ENKAIC3009250090.00IYM00000.2NA,,,V
IMKBH'EIIGNV,IMKB HISSE,,ENKAIC3009250100.00IYM00000.2NA,,,V
IMKBH'EIIGOV,IMKB HISSE,,ENKAIC1510250060.00IYM00000.2NA,,,V
IMKBH'EIIGPV,IMKB HISSE,,ENKAIC1510250070.00IYM00000.2NA,,,V
IMKBH'EIIGQV,IMKB HISSE,,ENKAIC1510250080.00IYM00000.2NA,,,V
IMKBH'EIIGRV,IMKB HISSE,,ENKAIC1510250090.00IYM00000.2NA,,,V
IMKBH'EIIGSV,IMKB HISSE,,ENKAIC1510250110.00IYM00000.2NA,,,V
IMKBH'EIIGYV,IMKB HISSE,,ENKAIC1509250050.00IYM00000.2NA,,,V
IMKBH'EIIGZV,IMKB HISSE,,ENKAIC1509250060.00IYM00000.2NA,,,V
IMKBH'EIIHAV,IMKB HISSE,,ENKAIC1509250070.00IYM00000.2NA,,,V
IMKBH'EIIHBV,IMKB HISSE,,ENKAIC1509250090.00IYM00000.2NA,,,V
IMKBH'EIIHCV,IMKB HISSE,,ENKAIC1509250100.00IYM00000.2NA,,,V
IMKBH'EIIHDV,IMKB HISSE,,ENKAIC3110250070.00IYM00000.2NA,,,V
IMKBH'EIIHEV,IMKB HISSE,,ENKAIC3110250080.00IYM00000.2NA,,,V
IMKBH'EIIHFV,IMKB HISSE,,ENKAIC3110250090.00IYM00000.2NA,,,V
IMKBH'EIIHGV,IMKB HISSE,,ENKAIC3110250100.00IYM00000.2NA,,,V
IMKBH'EIIHHV,IMKB HISSE,,ENKAIC3110250110.00IYM00000.2NA,,,V
IMKBH'EIIHIV,IMKB HISSE,,ENKAIC1711250070.00IYM00000.2NA,,,V
IMKBH'EIIHJV,IMKB HISSE,,ENKAIC1711250080.00IYM00000.2NA,,,V
IMKBH'EIIHKV,IMKB HISSE,,ENKAIC1711250090.00IYM00000.2NA,,,V
IMKBH'EIIHLV,IMKB HISSE,,ENKAIC1711250100.00IYM00000.2NA,,,V
IMKBH'EIIHMV,IMKB HISSE,,ENKAIC1711250130.00IYM00000.2NA,,,V
IMKBH'EIIHNV,IMKB HISSE,,ENKAIC2811250070.00IYM00000.2NA,,,V
IMKBH'EIIHOV,IMKB HISSE,,ENKAIC2811250080.00IYM00000.2NA,,,V
IMKBH'EIIHPV,IMKB HISSE,,ENKAIC2811250090.00IYM00000.2NA,,,V
IMKBH'EIIHQV,IMKB HISSE,,ENKAIC2811250100.00IYM00000.2NA,,,V
IMKBH'EIIHRV,IMKB HISSE,,ENKAIC2811250110.00IYM00000.2NA,,,V
IMKBH'EIIHSV,IMKB HISSE,,ENKAIC1512250060.00IYM00000.2NA,,,V
IMKBH'EIIHTV,IMKB HISSE,,ENKAIC1512250070.00IYM00000.2NA,,,V
IMKBH'EIIHUV,IMKB HISSE,,ENKAIC1512250080.00IYM00000.2NA,,,V
IMKBH'EIIHVV,IMKB HISSE,,ENKAIC1512250100.00IYM00000.2NA,,,V
IMKBH'EIIHWV,IMKB HISSE,,ENKAIC1512250120.00IYM00000.2NA,,,V
IMKBH'EIIVJV,IMKB HISSE,,ENKAIP3009250070.00IYM00000.2NA,,,V
IMKBH'EIIVKV,IMKB HISSE,,ENKAIP3009250060.00IYM00000.2NA,,,V
IMKBH'EIIVLV,IMKB HISSE,,ENKAIP3009250050.00IYM00000.2NA,,,V
IMKBH'EIIVMV,IMKB HISSE,,ENKAIP3009250040.00IYM00000.2NA,,,V
IMKBH'EIIVNV,IMKB HISSE,,ENKAIP3009250035.00IYM00000.2NA,,,V
IMKBH'EIIVOV,IMKB HISSE,,ENKAIP1510250070.00IYM00000.2NA,,,V
IMKBH'EIIVPV,IMKB HISSE,,ENKAIP1510250060.00IYM00000.2NA,,,V
IMKBH'EIIVQV,IMKB HISSE,,ENKAIP1510250055.00IYM00000.2NA,,,V
IMKBH'EIIVRV,IMKB HISSE,,ENKAIP1510250050.00IYM00000.2NA,,,V
IMKBH'EIIVSV,IMKB HISSE,,ENKAIP1510250045.00IYM00000.2NA,,,V
IMKBH'EIIVYV,IMKB HISSE,,ENKAIP1509250070.00IYM00000.2NA,,,V
IMKBH'EIIVZV,IMKB HISSE,,ENKAIP1509250060.00IYM00000.2NA,,,V
IMKBH'EIIWAV,IMKB HISSE,,ENKAIP1509250055.00IYM00000.2NA,,,V
IMKBH'EIIWBV,IMKB HISSE,,ENKAIP1509250050.00IYM00000.2NA,,,V
IMKBH'EIIWCV,IMKB HISSE,,ENKAIP1509250040.00IYM00000.2NA,,,V
IMKBH'EIIWDV,IMKB HISSE,,ENKAIP3110250090.00IYM00000.2NA,,,V
IMKBH'EIIWEV,IMKB HISSE,,ENKAIP3110250070.00IYM00000.2NA,,,V
IMKBH'EIIWFV,IMKB HISSE,,ENKAIP3110250060.00IYM00000.2NA,,,V
